season,award,player_name,team_position,result,source_url
2023,DPOY,Myles Garrett,Cleveland Browns defensive end,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DPOY,Micah Parsons,Dallas Cowboys linebacker,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DPOY,T.J. Watt,Pittsburgh Steelers linebacker,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,Tyreek Hill,Miami Dolphins wide receiver,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,Lamar Jackson,Baltimore Ravens quarterback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,CeeDee Lamb,Dallas Cowboys wide receiver,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,Christian McCaffrey,San Francisco 49ers running back,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,Dak Prescott,Dallas Cowboys quarterback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,Jahmyr Gibbs,Detroit Lions running back,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,Sam LaPorta,Detroit Lions tight end,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,Puka Nacua,Los Angeles Rams wide receiver,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,Bijan Robinson,Atlanta Falcons running back,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,C.J. Stroud,Houston Texans quarterback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Will Anderson,Houston Texans defensive end,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Jalen Carter,Philadelphia Eagles defensive tackle,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Joey Porter Jr.,Pittsburgh Steelers cornerback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Kobie Turner,Los Angeles Rams defensive tackler,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Devon Witherspoon,Seattle Seahawks cornerback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Joe Flacco,Cleveland Browns quarterback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Damar Hamlin,Buffalo Bills safety,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Baker Mayfield,Tampa Bay Buccaneers quarterback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Matthew Stafford,Los Angeles Rams quarterback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Tua Tagovailoa,Miami Dolphins quarterback,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2024,MVP,Josh Allen,Buffalo Bills QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,MVP,Saquon Barkley,Philadelphia Eagles RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,MVP,Joe Burrow,Cincinnati Bengals QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,MVP,Jared Goff,Detroit Lions QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,MVP,Lamar Jackson,Baltimore Ravens QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DPOY,Zack Baun,Philadelphia Eagles LB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DPOY,Myles Garrett,Cleveland Browns DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DPOY,Trey Hendrickson,Cincinnati Bengals DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DPOY,Patrick Surtain II,Denver Broncos CB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DPOY,T.J. Watt,Pittsburgh Steelers LB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OPOY,Saquon Barkley,Philadelphia Eagles RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OPOY,Joe Burrow,Cincinnati Bengals QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OPOY,Ja'Marr Chase,Cincinnati Bengals WR,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OPOY,Derrick Henry,Baltimore Ravens RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OPOY,Lamar Jackson,Baltimore Ravens QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OROY,Brock Bowers,Las Vegas Raiders TE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OROY,Jayden Daniels,Washington Commanders QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OROY,Malik Nabers,New York Giants WR,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OROY,Bo Nix,Denver Broncos QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,OROY,Brian Thomas Jr.,Jacksonville Jaguars WR,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DROY,Cooper DeJean,Philadelphia Eagles CB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DROY,Braden Fiske,Los Angeles Rams DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DROY,Quinyon Mitchell,Philadelphia Eagles CB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DROY,Chop Robinson,Miami Dolphins LB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,DROY,Jared Verse,Los Angeles Rams LB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,CPOY,Joe Burrow,Cincinnati Bengals QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,CPOY,Sam Darnold,Minnesota Vikings QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,CPOY,J.K. Dobbins,Los Angeles Chargers RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,CPOY,Christian Gonzalez,New England Patriots CB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2024,CPOY,Damar Hamlin,Buffalo Bills S,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2024-season
2025,MVP,Josh Allen,Buffalo Bills QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,MVP,Trevor Lawrence,Jacksonville Jaguars QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,MVP,Drake Maye,New England Patriots QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,MVP,Christian McCaffrey,San Francisco 49ers RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,MVP,Matthew Stafford,Los Angeles Rams QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DPOY,Will Anderson Jr.,Houston Texans DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DPOY,Nik Bonitto,Denver Broncos LB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DPOY,Myles Garrett,Cleveland Browns DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DPOY,Aidan Hutchinson,Detroit Lions DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DPOY,Micah Parsons,Green Bay Packers DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OPOY,Drake Maye,New England Patriots QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OPOY,Christian McCaffrey,San Francisco 49ers RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OPOY,Puka Nacua,Los Angeles Rams WR,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OPOY,Bijan Robinson,Atlanta Falcons RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OPOY,Jaxon Smith-Njigba,Seattle Seahawks WR,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OROY,Jaxson Dart,New York Giants QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OROY,Emeka Egbuka,Tampa Bay Buccaneers WR,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OROY,TreVeyon Henderson,New England Patriots RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OROY,Tetairoa McMillan,Carolina Panthers WR,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,OROY,Tyler Shough,New Orleans Saints QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DROY,Abdul Carter,New York Giants LB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DROY,Nick Emmanwori,Seattle Seahawks DB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DROY,James Pearce Jr.,Atlanta Falcons DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DROY,Carson Schwesinger,Cleveland Browns LB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,DROY,Xavier Watts,Atlanta Falcons S,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,CPOY,Stefon Diggs,New England Patriots WR,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,CPOY,Aidan Hutchinson,Detroit Lions DE,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,CPOY,Trevor Lawrence,Jacksonville Jaguars QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,CPOY,Christian McCaffrey,San Francisco 49ers RB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
2025,CPOY,Dak Prescott,Dallas Cowboys QB,finalist,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2025-season
